pair_idx,bias,prompt,ari,panel,Rank_ARI_5,Rank_Wrong_Answer_ARI_5,Rank_ARI_9,Rank_Wrong_Answer_ARI_9,Rank_ARI_14,Rank_Wrong_Answer_ARI_14
39,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
40,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
41,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
42,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
43,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
44,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
45,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
46,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
47,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
48,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
49,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
50,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
51,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
52,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
53,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
54,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
55,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
56,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
57,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
58,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
59,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
60,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
61,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
62,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
63,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
64,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
65,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
66,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
67,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
68,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
69,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
70,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
71,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
72,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
73,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
74,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
75,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
76,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
77,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
78,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
79,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
80,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
81,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
82,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
83,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
84,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
85,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
86,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
87,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
88,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
89,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
90,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
91,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
92,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
93,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
94,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
95,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
96,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
97,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
98,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
99,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
100,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
101,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
102,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
103,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
104,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
105,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
106,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
107,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
108,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
109,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
110,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
111,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
112,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
113,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
114,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
115,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
116,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
117,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
118,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
119,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
120,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
121,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
122,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
123,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
124,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
125,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
126,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
127,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
128,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
129,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
130,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
131,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
132,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
133,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
134,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
135,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
136,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
137,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
138,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
139,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
140,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
141,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
142,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
143,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
144,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
145,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
146,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
147,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
148,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
149,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
150,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
151,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
152,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
153,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
154,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
155,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
156,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
157,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
158,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
159,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
160,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
161,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
162,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
163,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
164,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
165,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
166,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
167,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
168,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
169,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
170,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
171,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
172,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
173,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
174,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
175,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
176,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
177,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
178,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
179,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
180,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
181,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
182,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
183,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
184,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
185,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
186,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
187,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
188,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
189,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
190,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
191,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
192,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
193,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
194,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
195,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
196,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
197,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
198,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
199,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
200,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
201,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
202,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
203,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
204,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
205,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
206,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
207,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
208,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
209,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
210,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
211,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
212,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
213,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
214,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
215,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
216,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
217,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
218,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
219,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
220,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
221,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
222,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
223,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
224,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
225,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
226,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
227,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
228,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
229,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
230,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
231,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
232,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
233,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
234,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
235,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
236,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
237,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
238,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
239,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
240,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
241,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
242,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
243,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
244,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
245,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
246,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
247,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
248,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
249,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
250,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
251,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
252,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
253,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
254,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
255,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
256,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
257,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
258,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
259,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
260,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
261,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
262,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
263,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
264,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
265,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
266,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
267,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
268,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
269,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
270,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
271,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
272,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
273,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
274,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
275,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
276,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
277,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
278,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
279,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
280,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
281,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
282,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
283,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
284,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
285,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
286,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
287,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
288,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
289,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
290,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
291,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
292,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
293,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
294,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
295,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
296,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
297,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
298,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
299,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
300,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
301,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
302,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
303,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
304,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
305,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
306,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
307,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
308,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
309,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
310,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
311,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
312,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
313,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
314,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
315,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
316,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
317,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
318,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
319,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
320,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
321,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
322,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
323,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
324,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
325,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
326,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
327,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
328,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
329,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
330,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
331,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
332,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
333,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
334,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
335,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
336,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
337,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
338,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
339,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
340,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
341,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
342,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
343,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
344,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
345,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
346,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
347,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
348,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
349,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
350,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
351,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
352,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
353,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
354,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
355,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
356,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
357,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
358,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
359,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
360,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
361,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
362,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
363,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
364,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
365,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
366,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
367,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
368,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
369,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
370,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
371,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
372,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
373,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
374,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
375,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
376,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
377,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
378,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
379,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
380,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
381,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
382,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
383,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
384,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
385,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
386,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
387,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
388,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
389,PB,baseline,5,"gpt-3,qwen,mistral",2,1,,,,
390,PB,baseline,5,"gpt-3,qwen,mistral",1,2,,,,
0,PB,baseline,9,"gpt-3,qwen,mistral",,,2,1,,
1,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
2,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
3,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
4,PB,baseline,9,"gpt-3,qwen,mistral",,,2,1,,
5,PB,baseline,9,"gpt-3,qwen,mistral",,,2,1,,
6,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
7,PB,baseline,9,"gpt-3,qwen,mistral",,,2,1,,
8,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
9,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
10,PB,baseline,9,"gpt-3,qwen,mistral",,,2,1,,
11,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
12,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
13,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
14,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
15,PB,baseline,9,"gpt-3,qwen,mistral",,,2,1,,
16,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
17,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
18,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
19,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
20,PB,baseline,9,"gpt-3,qwen,mistral",,,2,1,,
21,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
22,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
23,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
24,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
25,PB,baseline,9,"gpt-3,qwen,mistral",,,2,1,,
26,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
27,PB,baseline,9,"gpt-3,qwen,mistral",,,2,1,,
28,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
29,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
30,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
31,PB,baseline,9,"gpt-3,qwen,mistral",,,2,1,,
32,PB,baseline,9,"gpt-3,qwen,mistral",,,2,1,,
33,PB,baseline,9,"gpt-3,qwen,mistral",,,2,1,,
34,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
35,PB,baseline,9,"gpt-3,qwen,mistral",,,2,1,,
36,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
37,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
38,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
39,PB,baseline,9,"gpt-3,qwen,mistral",,,2,1,,
40,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
41,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
42,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
43,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
44,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
45,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
46,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
47,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
48,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
49,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
50,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
51,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
52,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
53,PB,baseline,9,"gpt-3,qwen,mistral",,,1,2,,
54,PB,baseline,9,"gpt-3,qwen,mistral",,,2,1,,
55,PB,baseline,9,"gpt-3,qwen,mistral",,,2,1,,
